=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.03.01 17:31:56 =~=~=~=~=~=~=~=~=~=~=~=
SampleIndex,Voltage(V),Current(A),ActiveChannel
1914,1.8355,0.005630,4
1915,1.8789,0.007038,4
1916,1.9223,0.005630,4
1917,1.9584,0.004927,4
1918,2.0018,0.006334,4
1919,2.0379,0.006334,4
1920,2.0740,0.006334,4
1921,2.1102,0.006334,4
1922,2.1391,0.007742,4
1923,2.1680,0.007038,4
1924,2.1969,0.006334,4
1925,2.2258,0.007038,4
1926,2.2547,0.006334,4
1927,2.2764,0.006334,4
1928,2.2980,0.006334,4
1929,2.3197,0.006334,4
1930,2.3342,0.007038,4
1931,2.3486,0.007038,4
1932,2.3631,0.006334,4
1933,2.3703,0.007038,4
1934,2.3848,0.005630,4
1935,2.3920,0.007742,4
1936,2.3920,0.006334,4
1937,2.3920,0.006334,4
1938,2.3920,0.006334,4
1939,2.3920,0.006334,4
1940,2.3920,0.007038,4
1941,2.3848,0.007038,4
1942,2.3703,0.006334,4
1943,2.3631,0.007038,4
1944,2.3486,0.006334,4
1945,2.3342,0.007742,4
1946,2.3197,0.006334,4
1947,2.2980,0.007038,4
1948,2.2764,0.006334,4
1949,2.2547,0.007038,4
1950,2.2258,0.006334,4
1951,2.1969,0.006334,4
1952,2.1680,0.007038,4
1953,2.1391,0.007038,4
1954,2.1102,0.006334,4
1955,2.0740,0.006334,4
1956,2.0379,0.006334,4
1957,2.0018,0.006334,4
1958,1.9584,0.007038,4
1959,1.9223,0.007038,4
1960,1.8789,0.007038,4
1961,1.8355,0.007038,4
1962,1.7922,0.007038,4
1963,1.7488,0.006334,4
1964,1.6982,0.007038,4
1965,1.6549,0.007038,4
1966,1.6043,0.007742,4
1967,1.5537,0.007742,4
1968,1.5104,0.006334,4
1969,1.4598,0.006334,4
1970,1.4092,0.005630,4
1971,1.3586,0.006334,4
1972,1.3080,0.005630,4
1973,1.2502,0.007038,4
1974,1.1996,0.006334,4
1975,1.1490,0.007038,4
1976,1.0984,0.006334,4
1977,1.0479,0.006334,4
1978,0.9973,0.005630,4
1979,0.9467,0.005630,4
1980,0.8961,0.005630,4
1981,0.8455,0.007742,4
1982,0.7949,0.011965,4
1983,0.7516,0.011261,4
1984,0.7010,0.021114,4
1985,0.6576,0.034487,4
1986,0.6143,0.037302,4
1987,0.5637,0.044340,4
1988,0.5203,0.055601,4
1989,0.4842,0.057009,4
1990,0.4408,0.064047,4
1991,0.4047,0.083754,4
1992,0.3613,0.078123,4
1993,0.3252,0.090792,4
1994,0.2891,0.100645,4
1995,0.2602,0.098534,4
1996,0.2313,0.113314,4
1997,0.1951,0.129501,4
1998,0.1734,0.125279,4
1999,0.1445,0.141466,4
2000,0.1229,0.135132,4
2001,0.1012,0.133021,4
2002,0.0795,0.141466,4
2003,0.0650,0.145689,4
2004,0.0434,0.159765,4
2005,0.0361,0.163284,4
2006,0.0217,0.163988,4
2007,0.0145,0.165396,4
2008,0.0072,0.167507,4
2009,0.0000,0.177361,4
2010,0.0000,0.166804,4
2011,0.0000,0.180176,4
2012,0.0000,0.165396,4
2013,0.0000,0.176657,4
2014,0.0072,0.165396,4
2015,0.0145,0.171026,4
2016,0.0289,0.170323,4
2017,0.0361,0.158358,4
2018,0.0506,0.170323,4
2019,0.0723,0.155543,4
2020,0.0867,0.154135,4
2021,0.1084,0.145689,4
2022,0.1301,0.152727,4
2023,0.1590,0.140059,4
2024,0.1879,0.125279,4
2025,0.2168,0.122463,4
2026,0.2457,0.120352,4
2027,0.2746,0.112610,4
2028,0.3107,0.113314,4
2029,0.3469,0.106979,4
2030,0.3830,0.092199,4
2031,0.4191,0.092903,4
2032,0.4625,0.076012,4
2033,0.5059,0.073196,4
2034,0.5420,0.067566,4
2035,0.5926,0.055601,4
2036,0.6359,0.045044,4
2037,0.6793,0.045748,4
2038,0.7299,0.033783,4
2039,0.7732,0.023930,4
2040,0.8238,0.023930,4
2041,0.8744,0.014076,4
2042,0.9250,0.008446,4
2043,0.9756,0.006334,4
2044,1.0262,0.007742,4
2045,1.0768,0.006334,4
2046,1.1273,0.007038,4
2047,1.1779,0.006334,4
2048,1.2357,0.006334,4
2049,1.2863,0.006334,4
2050,1.3369,0.007038,4
2051,1.3875,0.006334,4
2052,1.4381,0.006334,4
2053,1.4887,0.007038,4
2054,1.5393,0.006334,4
2055,1.5898,0.005630,4
2056,1.6332,0.007038,4
2057,1.6838,0.006334,4
2058,1.7271,0.006334,4
2059,1.7777,0.007742,4
2060,1.8211,0.007038,4
2061,1.8645,0.006334,4
2062,1.9078,0.007038,4
2063,1.9439,0.006334,4
2064,1.9873,0.007038,4
2065,2.0234,0.004927,4
2066,2.0596,0.005630,4
2067,2.0957,0.005630,4
2068,2.1246,0.005630,4
2069,2.1607,0.007038,4
2070,2.1896,0.006334,4
2071,2.2186,0.007038,4
2072,2.2402,0.005630,4
2073,2.2691,0.006334,4
2074,2.2908,0.007742,4
2075,2.3125,0.007038,4
2076,2.3270,0.007038,4
2077,2.3414,0.006334,4
2078,2.3559,0.007038,4
2079,2.3703,0.006334,4
2080,2.3775,0.007038,4
2081,2.3848,0.004927,4
2082,2.3920,0.005630,4
2083,2.3920,0.006334,4
2084,2.3920,0.006334,4
2085,2.3920,0.007038,4
2086,2.3920,0.007742,4
2087,2.3848,0.007038,4
2088,2.3775,0.006334,4
2089,2.3631,0.005630,4
2090,2.3559,0.006334,4
2091,2.3414,0.007038,4
2092,2.3270,0.006334,4
2093,2.3053,0.005630,4
2094,2.2836,0.006334,4
2095,2.2619,0.007038,4
2096,2.2402,0.006334,4
2097,2.2113,0.006334,4
2098,2.1824,0.006334,4
2099,2.1535,0.006334,4
2100,2.1174,0.007038,4
2101,2.0885,0.007038,4
2102,2.0523,0.004927,4
2103,2.0162,0.006334,4
2104,1.9729,0.006334,4
2105,1.9367,0.005630,4
2106,1.8934,0.007038,4
2107,1.8500,0.005630,4
2108,1.8066,0.006334,4
2109,1.7633,0.007742,4
2110,1.7199,0.007038,4
2111,1.6693,0.006334,4
2112,1.6260,0.007038,4
2113,1.5754,0.006334,4
2114,1.5248,0.007742,4
2115,1.4742,0.006334,4
2116,1.4236,0.005630,4
2117,1.3730,0.006334,4
2118,1.3225,0.006334,4
2119,1.2719,0.005630,4
2120,1.2213,0.007038,4
2121,1.1707,0.006334,4
2122,1.1201,0.007038,4
2123,1.0695,0.006334,4
2124,1.0189,0.006334,4
2125,0.9684,0.006334,4
2126,0.9178,0.008446,4
2127,0.8672,0.006334,4
2128,0.8166,0.009853,4
2129,0.7660,0.014076,4
2130,0.7227,0.017595,4
2131,0.6721,0.028856,4
2132,0.6287,0.037302,4
2133,0.5854,0.040821,4
2134,0.5420,0.049971,4
2135,0.4986,0.057009,4
2136,0.4553,0.058416,4
2137,0.4191,0.068974,4
2138,0.3758,0.084457,4
2139,0.3396,0.084457,4
2140,0.3035,0.097830,4
2141,0.2746,0.099941,4
2142,0.2385,0.104164,4
2143,0.2096,0.126686,4
2144,0.1807,0.130205,4
2145,0.1518,0.133021,4
2146,0.1301,0.141466,4
2147,0.1084,0.143578,4
2148,0.0867,0.156950,4
2149,0.0650,0.154135,4
2150,0.0506,0.156246,4
2151,0.0361,0.149208,4
2152,0.0217,0.152727,4
2153,0.0145,0.156950,4
2154,0.0072,0.167507,4
2155,0.0000,0.169619,4
2156,0.0000,0.166100,4
2157,0.0000,0.176657,4
2158,0.0000,0.176657,4
2159,0.0000,0.161877,4
2160,0.0072,0.165396,4
2161,0.0145,0.163988,4
2162,0.0217,0.172434,4
2163,0.0361,0.172434,4
2164,0.0506,0.167507,4
2165,0.0650,0.154135,4
2166,0.0795,0.154135,4
2167,0.1012,0.147097,4
2168,0.1229,0.147097,4
2169,0.1518,0.138651,4
2170,0.1734,0.143578,4
2171,0.2023,0.125279,4
2172,0.2313,0.123167,4
2173,0.2674,0.124575,4
2174,0.2963,0.104868,4
2175,0.3324,0.106276,4
2176,0.3686,0.090792,4
2177,0.4047,0.092199,4
2178,0.4480,0.090792,4
2179,0.4842,0.078123,4
2180,0.5275,0.062639,4
2181,0.5709,0.058416,4
2182,0.6143,0.052786,4
2183,0.6648,0.044340,4
2184,0.7082,0.039413,4
2185,0.7588,0.030264,4
2186,0.8021,0.022522,4
2187,0.8527,0.014780,4
2188,0.9033,0.009853,4
2189,0.9539,0.006334,4
2190,1.0045,0.006334,4
2191,1.0551,0.007038,4
2192,1.1057,0.005630,4
2193,1.1562,0.006334,4
2194,1.2141,0.006334,4
2195,1.2646,0.004927,4
2196,1.3152,0.006334,4
2197,1.3658,0.007038,4
2198,1.4164,0.006334,4
2199,1.4670,0.008446,4
2200,1.5176,0.007038,4
2201,1.5682,0.005630,4
2202,1.6187,0.007038,4
2203,1.6621,0.006334,4
2204,1.7127,0.005630,4
2205,1.7561,0.005630,4
2206,1.8066,0.006334,4
2207,1.8500,0.006334,4
2208,1.8861,0.006334,4
2209,1.9295,0.006334,4
2210,1.9729,0.007038,4
2211,2.0090,0.007038,4
2212,2.0451,0.007742,4
2213,2.0812,0.007038,4
2214,2.1174,0.006334,4
2215,2.1463,0.006334,4
2216,2.1752,0.007038,4
2217,2.2041,0.007038,4
2218,2.2330,0.005630,4
2219,2.2619,0.006334,4
2220,2.2836,0.007742,4
2221,2.3053,0.007038,4
2222,2.3197,0.007038,4
2223,2.3414,0.006334,4
2224,2.3559,0.006334,4
2225,2.3631,0.006334,4
2226,2.3775,0.005630,4
2227,2.3848,0.006334,4
2228,2.3920,0.006334,4
2229,2.3920,0.006334,4
2230,2.3920,0.007038,4
2231,2.3920,0.007038,4
2232,2.3920,0.007038,4
2233,2.3848,0.006334,4
2234,2.3775,0.006334,4
2235,2.3703,0.007038,4
2236,2.3559,0.007038,4
2237,2.3486,0.007038,4
2238,2.3270,0.007038,4
2239,2.3125,0.006334,4
2240,2.2908,0.006334,4
2241,2.2691,0.005630,4
2242,2.2475,0.006334,4
2243,2.2186,0.007038,4
2244,2.1896,0.007742,4
2245,2.1607,0.006334,4
2246,2.1318,0.005630,4
2247,2.0957,0.006334,4
2248,2.0668,0.006334,4
2249,2.0307,0.006334,4
2250,1.9873,0.006334,4
2251,1.9512,0.006334,4
2252,1.9078,0.006334,4
2253,1.8717,0.006334,4
2254,1.8283,0.006334,4
2255,1.7777,0.005630,4
2256,1.7344,0.007038,4
2257,1.6910,0.007038,4
2258,1.6404,0.005630,4
2259,1.5898,0.007038,4
2260,1.5465,0.007742,4
2261,1.4959,0.005630,4
2262,1.4453,0.007038,4
2263,1.3947,0.005630,4
2264,1.3441,0.007038,4
2265,1.2936,0.005630,4
2266,1.2430,0.007038,4
2267,1.1924,0.008446,4
2268,1.1346,0.006334,4
2269,1.0840,0.006334,4
2270,1.0334,0.007038,4
2271,0.9828,0.005630,4
2272,0.9322,0.007038,4
2273,0.8816,0.007038,4
2274,0.8383,0.007038,4
2275,0.7877,0.011261,4
2276,0.7371,0.017595,4
2277,0.6938,0.022522,4
2278,0.6432,0.033079,4
2279,0.5998,0.036598,4
2280,0.5564,0.042933,4
2281,0.5131,0.057009,4
2282,0.4697,0.059824,4
2283,0.4336,0.061935,4
2284,0.3902,0.083050,4
2285,0.3541,0.087273,4
2286,0.3180,0.088680,4
2287,0.2818,0.099238,4
2288,0.2529,0.110499,4
2289,0.2240,0.115425,4
2290,0.1951,0.121056,4
2291,0.1662,0.130205,4
2292,0.1373,0.128094,4
2293,0.1156,0.131613,4
2294,0.0939,0.147801,4
2295,0.0723,0.154135,4
2296,0.0578,0.159062,4
2297,0.0434,0.156950,4
2298,0.0289,0.163988,4
2299,0.0217,0.156246,4
2300,0.0072,0.163988,4
2301,0.0000,0.165396,4
2302,0.0000,0.177361,4
2303,0.0000,0.163988,4
2304,0.0000,0.174545,4
2305,0.0000,0.167507,4
2306,0.0000,0.181584,4
2307,0.0072,0.172434,4
2308,0.0217,0.159062,4
2309,0.0289,0.168211,4
2310,0.0434,0.173842,4
2311,0.0578,0.167507,4
2312,0.0723,0.153431,4
2313,0.0939,0.155543,4
2314,0.1156,0.153431,4
2315,0.1373,0.143578,4
2316,0.1662,0.142170,4
2317,0.1951,0.136540,4
2318,0.2240,0.121760,4
2319,0.2529,0.120352,4
2320,0.2818,0.116833,4
2321,0.3180,0.108387,4
2322,0.3541,0.108387,4
2323,0.3902,0.098534,4
2324,0.4336,0.075308,4
2325,0.4697,0.079531,4
2326,0.5131,0.066862,4
2327,0.5564,0.064751,4
2328,0.5998,0.054194,4
2329,0.6432,0.048563,4
2330,0.6938,0.040821,4
2331,0.7371,0.034487,4
2332,0.7877,0.023226,4
2333,0.8383,0.015484,4
2334,0.8816,0.013372,4
2335,0.9322,0.009150,4
2336,0.9828,0.007038,4
2337,1.0334,0.006334,4
2338,1.0912,0.006334,4
2339,1.1418,0.006334,4
2340,1.1996,0.007742,4
2341,1.2502,0.005630,4
2342,1.3008,0.005630,4
2343,1.3514,0.007038,4
2344,1.4020,0.007038,4
2345,1.4525,0.007742,4
2346,1.5031,0.006334,4
2347,1.5537,0.005630,4
2348,1.5971,0.006334,4
2349,1.6477,0.006334,4
2350,1.6982,0.007038,4
2351,1.7416,0.005630,4
2352,1.7850,0.005630,4
2353,1.8283,0.007038,4
2354,1.8717,0.006334,4
2355,1.9150,0.005630,4
2356,1.9584,0.007038,4
2357,1.9945,0.006334,4
2358,2.0307,0.004927,4
2359,2.0668,0.007038,4
2360,2.1029,0.006334,4
2361,2.1391,0.007038,4
2362,2.1680,0.004927,4
2363,2.1969,0.007038,4
2364,2.2258,0.006334,4
2365,2.2475,0.006334,4
2366,2.2764,0.006334,4
2367,2.2980,0.007038,4
2368,2.3125,0.007038,4
2369,2.3342,0.007038,4
2370,2.3486,0.007038,4
2371,2.3631,0.007038,4
2372,2.3703,0.005630,4
2373,2.3848,0.007038,4
2374,2.3848,0.006334,4
2375,2.3920,0.007742,4
2376,2.3920,0.005630,4
2377,2.3920,0.006334,4
2378,2.3920,0.006334,4
2379,2.3920,0.006334,4
2380,2.3848,0.008446,4
2381,2.3775,0.005630,4
2382,2.3631,0.006334,4
2383,2.3486,0.005630,4
2384,2.3342,0.006334,4
2385,2.3197,0.007038,4
2386,2.2980,0.007038,4
2387,2.2764,0.007038,4
2388,2.2547,0.006334,4
2389,2.2330,0.007742,4
2390,2.2041,0.007038,4
2391,2.1752,0.008446,4
2392,2.1463,0.006334,4
2393,2.1102,0.007038,4
2394,2.0740,0.005630,4
2395,2.0451,0.006334,4
2396,2.0018,0.006334,4
2397,1.9656,0.007742,4
2398,1.9223,0.007038,4
2399,1.8861,0.007038,4
2400,1.8428,0.006334,4
2401,1.7994,0.007038,4
2402,1.7488,0.009150,4
2403,1.7055,0.006334,4
2404,1.6621,0.006334,4
2405,1.6115,0.007038,4
2406,1.5609,0.006334,4
2407,1.5104,0.005630,4
2408,1.4670,0.007038,4
2409,1.4164,0.005630,4
2410,1.3658,0.006334,4
2411,1.3080,0.007038,4
2412,1.2574,0.006334,4
2413,1.2068,0.006334,4
2414,1.1562,0.005630,4
2415,1.1057,0.006334,4
2416,1.0551,0.007038,4
2417,1.0045,0.006334,4
2418,0.9539,0.006334,4
2419,0.9033,0.007742,4
2420,0.8527,0.006334,4
2421,0.8021,0.007742,4
2422,0.7588,0.017595,4
2423,0.7082,0.024633,4
2424,0.6648,0.025337,4
2425,0.6143,0.038710,4
2426,0.5709,0.047155,4
2427,0.5275,0.052786,4
2428,0.4842,0.064047,4
2429,0.4480,0.071085,4
2430,0.4047,0.073196,4
2431,0.3686,0.078123,4
2432,0.3324,0.092199,4
2433,0.2963,0.097126,4
2434,0.2602,0.108387,4
2435,0.2313,0.106276,4
2436,0.2023,0.114721,4
2437,0.1734,0.136540,4
2438,0.1518,0.133724,4
2439,0.1229,0.141466,4
2440,0.1012,0.145689,4
2441,0.0795,0.147801,4
2442,0.0650,0.144282,4
2443,0.0506,0.151320,4
2444,0.0361,0.154135,4
2445,0.0217,0.167507,4
2446,0.0145,0.169619,4
2447,0.0072,0.169619,4
2448,0.0000,0.174545,4
2449,0.0000,0.170323,4
2450,0.0000,0.177361,4
2451,0.0000,0.166100,4
2452,0.0000,0.169619,4
2453,0.0072,0.171730,4
2454,0.0145,0.162581,4
2455,0.0289,0.159765,4
2456,0.0361,0.156246,4
2457,0.0506,0.169619,4
2458,0.0723,0.152727,4
2459,0.0867,0.154135,4
2460,0.1084,0.149912,4
2461,0.1301,0.147097,4
2462,0.1518,0.130205,4
2463,0.1807,0.134428,4
2464,0.2096,0.128094,4
2465,0.2385,0.120352,4
2466,0.2746,0.111906,4
2467,0.3035,0.106979,4
2468,0.3396,0.095718,4
2469,0.3758,0.094311,4
2470,0.4191,0.092903,4
2471,0.4553,0.082346,4
2472,0.4986,0.076716,4
2473,0.5420,0.063343,4
2474,0.5854,0.059824,4
2475,0.6287,0.047859,4
2476,0.6721,0.043636,4
2477,0.7227,0.035191,4
2478,0.7660,0.032375,4
2479,0.8166,0.019003,4
2480,0.8672,0.015484,4
2481,0.9178,0.010557,4
2482,0.9684,0.006334,4
2483,1.0189,0.007742,4
2484,1.0695,0.007038,4
2485,1.1201,0.006334,4
2486,1.1707,0.006334,4
2487,1.2285,0.005630,4
2488,1.2791,0.006334,4
2489,1.3297,0.006334,4
2490,1.3803,0.006334,4
2491,1.4309,0.005630,4
2492,1.4814,0.006334,4
2493,1.5320,0.007038,4
2494,1.5826,0.007038,4
2495,1.6332,0.007038,4
2496,1.6766,0.007038,4
2497,1.7271,0.007038,4
2498,1.7705,0.007038,4
2499,1.8139,0.005630,4
2500,1.8572,0.007038,4
2501,1.9006,0.006334,4
2502,1.9439,0.007038,4
2503,1.9801,0.006334,4
2504,2.0162,0.005630,4
2505,2.0523,0.006334,4
2506,2.0885,0.006334,4
2507,2.1246,0.006334,4
2508,2.1535,0.006334,4
2509,2.1824,0.005630,4
2510,2.2113,0.007038,4
2511,2.2402,0.005630,4
2512,2.2619,0.007038,4
2513,2.2836,0.006334,4
2514,2.3053,0.007038,4
2515,2.3270,0.006334,4
2516,2.3414,0.007038,4
2517,2.3559,0.006334,4
2518,2.3703,0.006334,4
2519,2.3775,0.006334,4
2520,2.3848,0.007038,4
2521,2.3920,0.007038,4
2522,2.3920,0.006334,4
2523,2.3992,0.006334,4
2524,2.3920,0.007038,4
2525,2.3920,0.006334,4
2526,2.3848,0.006334,4
2527,2.3775,0.004927,4
2528,2.3703,0.005630,4
2529,2.3559,0.007038,4
2530,2.3414,0.004927,4
2531,2.3270,0.006334,4
2532,2.3053,0.006334,4
2533,2.2836,0.007038,4
2534,2.2619,0.007038,4
2535,2.2402,0.006334,4
2536,2.2113,0.007038,4
2537,2.1824,0.006334,4
2538,2.1535,0.005630,4
2539,2.1246,0.005630,4
2540,2.0885,0.007742,4
2541,2.0523,0.007038,4
2542,2.0162,0.007038,4
2543,1.9801,0.006334,4
2544,1.9439,0.005630,4
2545,1.9006,0.006334,4
2546,1.8572,0.006334,4
2547,1.8139,0.007038,4
2548,1.7705,0.004927,4
2549,1.7271,0.006334,4
2550,1.6766,0.007038,4
2551,1.6260,0.006334,4
2552,1.5826,0.005630,4
2553,1.5320,0.006334,4
2554,1.4814,0.006334,4
2555,1.4309,0.007038,4
2556,1.3803,0.007038,4
2557,1.3297,0.007038,4
2558,1.2791,0.007038,4
2559,1.2285,0.007038,4
2560,1.1779,0.007038,4
2561,1.1273,0.006334,4
2562,1.0768,0.005630,4
2563,1.0189,0.007038,4
2564,0.9684,0.006334,4
2565,0.9250,0.007038,4
2566,0.8744,0.006334,4
2567,0.8238,0.008446,4
2568,0.7732,0.011261,4
2569,0.7227,0.021114,4
2570,0.6793,0.028152,4
2571,0.6359,0.033079,4
2572,0.5854,0.047859,4
2573,0.5420,0.053490,4
2574,0.4986,0.052786,4
2575,0.4625,0.068270,4
2576,0.4191,0.072493,4
2577,0.3830,0.077419,4
2578,0.3469,0.084457,4
2579,0.3107,0.096422,4
2580,0.2746,0.102757,4
2581,0.2457,0.107683,4
2582,0.2168,0.118240,4
2583,0.1879,0.123871,4
2584,0.1590,0.133724,4
2585,0.1301,0.140059,4
2586,0.1084,0.133724,4
2587,0.0867,0.145689,4
2588,0.0723,0.145689,4
2589,0.0506,0.159765,4
2590,0.0361,0.159765,4
2591,0.0289,0.162581,4
2592,0.0145,0.161173,4
2593,0.0072,0.161173,4
2594,0.0000,0.164692,4
2595,0.0000,0.175953,4
2596,0.0000,0.171026,4
2597,0.0000,0.168915,4
2598,0.0000,0.171026,4
2599,0.0072,0.172434,4
2600,0.0145,0.175953,4
2601,0.0217,0.163988,4
2602,0.0361,0.173842,4
2603,0.0434,0.161877,4
2604,0.0650,0.166804,4
2605,0.0795,0.161877,4
2606,0.1012,0.158358,4
2607,0.1229,0.154839,4
2608,0.1445,0.144282,4
2609,0.1734,0.141466,4
2610,0.2023,0.133724,4
2611,0.2313,0.127390,4
2612,0.2602,0.119648,4
2613,0.2963,0.106979,4
2614,0.3252,0.100645,4
2615,0.3613,0.097830,4
2616,0.4047,0.100645,4
2617,0.4408,0.084457,4
2618,0.4842,0.082346,4
2619,0.5275,0.072493,4
2620,0.5709,0.064047,4
2621,0.6143,0.053490,4
2622,0.6576,0.048563,4
2623,0.7010,0.032375,4
2624,0.7516,0.030264,4
2625,0.8021,0.026041,4
2626,0.8455,0.014780,4
2627,0.8961,0.010557,4
2628,0.9467,0.008446,4
2629,0.9973,0.008446,4
2630,1.0479,0.004927,4
2631,1.0984,0.006334,4
2632,1.1490,0.006334,4
2633,1.2068,0.006334,4
2634,1.2574,0.005630,4
2635,1.3080,0.006334,4
2636,1.3658,0.006334,4
2637,1.4164,0.007038,4
2638,1.4670,0.006334,4
2639,1.5104,0.007038,4
2640,1.5609,0.006334,4
2641,1.6115,0.006334,4
2642,1.6621,0.006334,4
2643,1.7055,0.004927,4
2644,1.7561,0.007038,4
2645,1.7994,0.008446,4
2646,1.8428,0.008446,4
2647,1.8861,0.007038,4
2648,1.9295,0.007038,4
2649,1.9656,0.007038,4
2650,2.0018,0.007038,4
2651,2.0451,0.005630,4
2652,2.0812,0.006334,4
2653,2.1102,0.007038,4
2654,2.1463,0.005630,4
2655,2.1752,0.007742,4
2656,2.2041,0.008446,4
2657,2.2330,0.007038,4
2658,2.2547,0.006334,4
2659,2.2764,0.007742,4
2660,2.2980,0.006334,4
2661,2.3197,0.006334,4
2662,2.3342,0.007038,4
2663,2.3486,0.007038,4
2664,2.3631,0.005630,4
2665,2.3775,0.006334,4
2666,2.3848,0.006334,4
2667,2.3920,0.006334,4
2668,2.3920,0.007742,4
2669,2.3920,0.006334,4
2670,2.3920,0.007038,4
2671,2.3920,0.006334,4
2672,2.3848,0.007038,4
2673,2.3775,0.007038,4
2674,2.3703,0.005630,4
2675,2.3631,0.006334,4
2676,2.3486,0.008446,4
2677,2.3342,0.007038,4
2678,2.3125,0.007038,4
2679,2.2980,0.007038,4
2680,2.2764,0.007038,4
2681,2.2475,0.006334,4
2682,2.2258,0.006334,4
2683,2.1969,0.006334,4
2684,2.1680,0.007038,4
2685,2.1391,0.007038,4
2686,2.1029,0.007038,4
2687,2.0668,0.007038,4
2688,2.0307,0.006334,4
2689,1.9945,0.006334,4
2690,1.9584,0.007038,4
2691,1.9150,0.007038,4
2692,1.8717,0.005630,4
2693,1.8283,0.006334,4
2694,1.7850,0.006334,4
2695,1.7416,0.006334,4
2696,1.6910,0.007038,4
2697,1.6477,0.005630,4
2698,1.5971,0.007038,4
2699,1.5537,0.006334,4
2700,1.5031,0.007742,4
2701,1.4525,0.005630,4
2702,1.4020,0.007038,4
2703,1.3514,0.007038,4
2704,1.3008,0.007038,4
2705,1.2502,0.007038,4
2706,1.1924,0.005630,4
2707,1.1418,0.006334,4
2708,1.0912,0.006334,4
2709,1.0406,0.007038,4
2710,0.9900,0.006334,4
2711,0.9395,0.006334,4
2712,0.8889,0.006334,4
2713,0.8383,0.007742,4
2714,0.7949,0.010557,4
2715,0.7443,0.013372,4
2716,0.6938,0.026745,4
2717,0.6504,0.028152,4
2718,0.6070,0.033079,4
2719,0.5637,0.045044,4
2720,0.5203,0.054194,4
2721,0.4770,0.055601,4
2722,0.4336,0.074604,4
2723,0.3975,0.082346,4
2724,0.3613,0.088680,4
2725,0.3252,0.099238,4
2726,0.2891,0.106276,4
2727,0.2529,0.099238,4
2728,0.2240,0.116129,4
2729,0.1951,0.129501,4
2730,0.1662,0.133724,4
2731,0.1445,0.127390,4
2732,0.1156,0.147097,4
2733,0.0939,0.145689,4
2734,0.0795,0.155543,4
2735,0.0578,0.156246,4
2736,0.0434,0.150616,4
2737,0.0289,0.168211,4
2738,0.0217,0.171730,4
2739,0.0072,0.159062,4
2740,0.0072,0.166100,4
2741,0.0000,0.177361,4
2742,0.0000,0.178065,4
2743,0.0000,0.165396,4
2744,0.0000,0.178768,4
2745,0.0000,0.161173,4
2746,0.0072,0.175249,4
2747,0.0145,0.162581,4
2748,0.0289,0.176657,4
2749,0.0434,0.166804,4
2750,0.0578,0.164692,4
2751,0.0723,0.163284,4
2752,0.0939,0.148504,4
2753,0.1156,0.151320,4
2754,0.1373,0.135836,4
2755,0.1590,0.146393,4
2756,0.1879,0.123167,4
2757,0.2168,0.137243,4
2758,0.2457,0.125982,4
2759,0.2818,0.106979,4
2760,0.3180,0.117537,4
2761,0.3541,0.096422,4
2762,0.3902,0.092903,4
2763,0.4264,0.086569,4
2764,0.4697,0.080938,4
2765,0.5059,0.069677,4
2766,0.5492,0.068270,4
2767,0.5926,0.057009,4
2768,0.6432,0.049267,4
2769,0.6865,0.046452,4
2770,0.7299,0.034487,4
2771,0.7805,0.022522,4
2772,0.8311,0.021114,4
2773,0.8816,0.012669,4
2774,0.9322,0.007742,4
2775,0.9828,0.007038,4
2776,1.0334,0.006334,4
2777,1.0840,0.006334,4
2778,1.1346,0.007038,4
2779,1.1852,0.006334,4
2780,1.2430,0.006334,4
2781,1.2936,0.007038,4
2782,1.3441,0.005630,4
2783,1.3947,0.007038,4
2784,1.4453,0.007038,4
2785,1.4959,0.007038,4
2786,1.5465,0.006334,4
2787,1.5971,0.005630,4
2788,1.6404,0.006334,4
2789,1.6910,0.007038,4
2790,1.7344,0.007038,4
2791,1.7777,0.006334,4
2792,1.8283,0.005630,4
2793,1.8717,0.006334,4
2794,1.9078,0.006334,4
2795,1.9512,0.007742,4
2796,1.9873,0.007038,4
2797,2.0307,0.006334,4
2798,2.0668,0.007038,4
2799,2.0957,0.007038,4
2800,2.1318,0.006334,4
2801,2.1607,0.006334,4
2802,2.1896,0.006334,4
2803,2.2186,0.007038,4
2804,2.2475,0.007038,4
2805,2.2691,0.007038,4
2806,2.2908,0.006334,4
2807,2.3125,0.007038,4
2808,2.3270,0.007038,4
2809,2.3486,0.007038,4
2810,2.3559,0.007038,4
2811,2.3703,0.005630,4
2812,2.3775,0.007038,4
2813,2.3848,0.007038,4
2814,2.3920,0.004927,4
2815,2.3920,0.007742,4
2816,2.3920,0.007038,4
2817,2.3920,0.006334,4
2818,2.3920,0.005630,4
2819,2.3848,0.005630,4
2820,2.3775,0.005630,4
2821,2.3631,0.007038,4
2822,2.3559,0.007038,4
2823,2.3414,0.007038,4
2824,2.3197,0.007038,4
2825,2.3053,0.006334,4
2826,2.2836,0.007038,4
2827,2.2619,0.007742,4
2828,2.2330,0.007038,4
2829,2.2041,0.005630,4
2830,2.1752,0.005630,4
2831,2.1463,0.007038,4
2832,2.1174,0.007038,4
2833,2.0812,0.006334,4
2834,2.0451,0.005630,4
2835,2.0090,0.006334,4
2836,1.9729,0.006334,4
2837,1.9295,0.006334,4
2838,1.8861,0.006334,4
2839,1.8500,0.006334,4
2840,1.7994,0.004927,4
